"V1" "V2"
"27090" "ENSG00000226208.1" 0
"27091" "ENSG00000226209.1" 0
"27092" "ENSG00000226210.3" 0
"27093" "ENSG00000226211.1" 0
"27094" "ENSG00000226212.2" 1
"27095" "ENSG00000226213.1" 0
"27096" "ENSG00000226215.6" 0
"27097" "ENSG00000226216.1" 0
"27098" "ENSG00000226217.1" 0
"27099" "ENSG00000226218.1" 0
"27100" "ENSG00000226220.1" 0
"27101" "ENSG00000226221.1" 0
"27102" "ENSG00000226222.3" 0
"27103" "ENSG00000226223.1" 0
"27104" "ENSG00000226225.6" 0
"27105" "ENSG00000226226.1" 0
"27106" "ENSG00000226227.1" 0
"27107" "ENSG00000226228.1" 0
"27108" "ENSG00000226229.2" 1
"27109" "ENSG00000226230.1" 0
"27110" "ENSG00000226232.8" 0
"27111" "ENSG00000226233.1" 0
"27112" "ENSG00000226234.2" 0
"27113" "ENSG00000226235.1" 0
"27114" "ENSG00000226237.1" 0
"27115" "ENSG00000226238.1" 0
"27116" "ENSG00000226239.1" 70
"27117" "ENSG00000226240.2" 0
"27118" "ENSG00000226241.2" 0
"27119" "ENSG00000226242.1" 0
"27120" "ENSG00000226243.1" 2
"27121" "ENSG00000226245.1" 31
"27122" "ENSG00000226246.1" 0
"27123" "ENSG00000226247.1" 1
"27124" "ENSG00000226248.6" 0
"27125" "ENSG00000226249.1" 14
"27126" "ENSG00000226250.1" 0
"27127" "ENSG00000226251.5" 0
"27128" "ENSG00000226252.1" 17
"27129" "ENSG00000226253.1" 0
"27130" "ENSG00000226254.1" 0
"27131" "ENSG00000226255.1" 0
"27132" "ENSG00000226257.9" 0
"27133" "ENSG00000226258.6" 0
"27134" "ENSG00000226259.10" 0
"27135" "ENSG00000226260.9" 0
"27136" "ENSG00000226261.1" 2
"27137" "ENSG00000226262.1" 0
"27138" "ENSG00000226263.1" 14
"27139" "ENSG00000226264.10" 0
"27140" "ENSG00000226266.6" 1
"27141" "ENSG00000226267.1" 0
"27142" "ENSG00000226268.3" 0
"27143" "ENSG00000226270.3" 0
"27144" "ENSG00000226271.1" 0
"27145" "ENSG00000226272.5" 2
"27146" "ENSG00000226273.2" 0
"27147" "ENSG00000226275.8" 0
"27148" "ENSG00000226276.1" 0
"27149" "ENSG00000226277.1" 0
"27150" "ENSG00000226278.1" 0
"27151" "ENSG00000226279.2" 0
"27152" "ENSG00000226280.2" 1
"27153" "ENSG00000226281.3" 0
"27154" "ENSG00000226284.1" 9
"27155" "ENSG00000226285.1" 0
"27156" "ENSG00000226286.1" 0
"27157" "ENSG00000226287.8" 3
"27158" "ENSG00000226288.2" 1
"27159" "ENSG00000226289.1" 0
"27160" "ENSG00000226291.1" 9
"27161" "ENSG00000226292.1" 0
"27162" "ENSG00000226296.1" 0
"27163" "ENSG00000226297.1" 1
"27164" "ENSG00000226298.1" 0
"27165" "ENSG00000226299.2" 0
"27166" "ENSG00000226301.3" 0
"27167" "ENSG00000226302.1" 0
"27168" "ENSG00000226303.1" 0
"27169" "ENSG00000226304.1" 0
"27170" "ENSG00000226306.6" 2
"27171" "ENSG00000226307.1" 0
"27172" "ENSG00000226308.1" 0
"27173" "ENSG00000226309.1" 0
"27174" "ENSG00000226310.1" 0
"27175" "ENSG00000226312.7" 748
"27176" "ENSG00000226313.1" 0
"27177" "ENSG00000226314.8" 0
"27178" "ENSG00000226317.2" 0
"27179" "ENSG00000226318.1" 0
"27180" "ENSG00000226320.5" 0
"27181" "ENSG00000226321.5" 5
"27182" "ENSG00000226323.1" 0
"27183" "ENSG00000226324.1" 0
"27184" "ENSG00000226327.3" 0
"27185" "ENSG00000226328.6" 0
"27186" "ENSG00000226329.2" 3
"27187" "ENSG00000226330.1" 29
"27188" "ENSG00000226331.1" 0
"27189" "ENSG00000226332.2" 459
"27190" "ENSG00000226334.1" 49
"27191" "ENSG00000226336.2" 0
"27192" "ENSG00000226337.3" 2
"27193" "ENSG00000226338.1" 0
"27194" "ENSG00000226339.1" 0
"27195" "ENSG00000226340.1" 0
"27196" "ENSG00000226341.1" 0
"27197" "ENSG00000226342.1" 2
"27198" "ENSG00000226343.1" 0
"27199" "ENSG00000226344.1" 0
"27200" "ENSG00000226345.1" 3
"27201" "ENSG00000226347.4" 0
"27202" "ENSG00000226348.1" 0
"27203" "ENSG00000226349.1" 0
"27204" "ENSG00000226352.2" 20
"27205" "ENSG00000226353.1" 0
"27206" "ENSG00000226354.1" 0
"27207" "ENSG00000226355.1" 0
"27208" "ENSG00000226356.2" 0
"27209" "ENSG00000226358.1" 3
"27210" "ENSG00000226359.1" 0
"27211" "ENSG00000226360.5" 2
"27212" "ENSG00000226361.5" 0
"27213" "ENSG00000226362.2" 0
"27214" "ENSG00000226363.3" 0
"27215" "ENSG00000226364.1" 0
"27216" "ENSG00000226365.1" 0
"27217" "ENSG00000226366.1" 0
"27218" "ENSG00000226367.5" 250
"27219" "ENSG00000226369.1" 0
"27220" "ENSG00000226370.1" 0
"27221" "ENSG00000226372.3" 0
"27222" "ENSG00000226374.2" 0
"27223" "ENSG00000226375.1" 0
"27224" "ENSG00000226376.1" 0
"27225" "ENSG00000226377.1" 183
"27226" "ENSG00000226378.8" 0
"27227" "ENSG00000226379.4" 0
"27228" "ENSG00000226380.9" 0
"27229" "ENSG00000226383.6" 0
"27230" "ENSG00000226384.10" 0
"27231" "ENSG00000226386.1" 0
"27232" "ENSG00000226387.2" 0
"27233" "ENSG00000226388.1" 0
"27234" "ENSG00000226389.3" 0
"27235" "ENSG00000226390.1" 0
"27236" "ENSG00000226392.1" 0
"27237" "ENSG00000226393.1" 13
"27238" "ENSG00000226394.2" 0
"27239" "ENSG00000226395.1" 0
"27240" "ENSG00000226396.1" 0
"27241" "ENSG00000226397.8" 0
"27242" "ENSG00000226398.1" 0
"27243" "ENSG00000226400.2" 0
"27244" "ENSG00000226401.3" 0
"27245" "ENSG00000226402.8" 0
"27246" "ENSG00000226403.1" 0
"27247" "ENSG00000226404.9" 0
"27248" "ENSG00000226405.1" 0
"27249" "ENSG00000226406.1" 0
"27250" "ENSG00000226407.1" 0
"27251" "ENSG00000226408.1" 0
"27252" "ENSG00000226409.2" 0
"27253" "ENSG00000226410.1" 0
"27254" "ENSG00000226411.1" 0
"27255" "ENSG00000226412.1" 0
"27256" "ENSG00000226413.2" 0
"27257" "ENSG00000226414.1" 0
"27258" "ENSG00000226415.1" 0
"27259" "ENSG00000226416.1" 0
"27260" "ENSG00000226417.6" 0
"27261" "ENSG00000226419.7" 9
"27262" "ENSG00000226420.1" 0
"27263" "ENSG00000226421.1" 0
"27264" "ENSG00000226422.1" 0
"27265" "ENSG00000226423.1" 0
"27266" "ENSG00000226425.1" 0
"27267" "ENSG00000226426.1" 0
"27268" "ENSG00000226427.1" 0
"27269" "ENSG00000226428.1" 0
"27270" "ENSG00000226429.2" 2
"27271" "ENSG00000226430.6" 1
"27272" "ENSG00000226431.1" 0
"27273" "ENSG00000226432.3" 0
"27274" "ENSG00000226433.1" 0
"27275" "ENSG00000226435.10" 0
"27276" "ENSG00000226436.1" 0
"27277" "ENSG00000226437.10" 0
"27278" "ENSG00000226438.1" 201
"27279" "ENSG00000226439.3" 0
"27280" "ENSG00000226440.7" 4
"27281" "ENSG00000226441.2" 0
"27282" "ENSG00000226442.2" 0
"27283" "ENSG00000226443.3" 1
"27284" "ENSG00000226444.2" 0
"27285" "ENSG00000226445.1" 1
"27286" "ENSG00000226446.1" 0
"27287" "ENSG00000226447.1" 0
"27288" "ENSG00000226448.1" 0
"27289" "ENSG00000226449.1" 0
"27290" "ENSG00000226450.2" 0
"27291" "ENSG00000226453.1" 0
"27292" "ENSG00000226454.2" 0
"27293" "ENSG00000226455.1" 44
"27294" "ENSG00000226457.1" 8
"27295" "ENSG00000226461.3" 0
"27296" "ENSG00000226462.1" 0
"27297" "ENSG00000226463.1" 0
"27298" "ENSG00000226465.2" 0
"27299" "ENSG00000226466.2" 0
"27300" "ENSG00000226467.9" 0
"27301" "ENSG00000226468.2" 0
"27302" "ENSG00000226469.1" 20
"27303" "ENSG00000226470.1" 0
"27304" "ENSG00000226471.6" 1
"27305" "ENSG00000226472.8" 0
"27306" "ENSG00000226473.2" 0
"27307" "ENSG00000226474.1" 0
"27308" "ENSG00000226476.3" 0
"27309" "ENSG00000226477.1" 0
"27310" "ENSG00000226478.3" 0
"27311" "ENSG00000226479.3" 2
"27312" "ENSG00000226480.1" 0
"27313" "ENSG00000226481.3" 0
"27314" "ENSG00000226482.1" 0
"27315" "ENSG00000226483.2" 0
"27316" "ENSG00000226484.2" 0
"27317" "ENSG00000226485.1" 0
"27318" "ENSG00000226486.1" 0
"27319" "ENSG00000226487.1" 0
"27320" "ENSG00000226488.1" 0
"27321" "ENSG00000226489.1" 0
"27322" "ENSG00000226490.2" 0
"27323" "ENSG00000226491.1" 188
"27324" "ENSG00000226492.7" 0
"27325" "ENSG00000226493.1" 13
"27326" "ENSG00000226494.1" 0
"27327" "ENSG00000226496.2" 0
"27328" "ENSG00000226497.1" 0
"27329" "ENSG00000226498.2" 0
"27330" "ENSG00000226499.1" 0
"27331" "ENSG00000226500.2" 0
"27332" "ENSG00000226501.2" 0
"27333" "ENSG00000226502.2" 0
"27334" "ENSG00000226504.1" 0
"27335" "ENSG00000226506.5" 0
"27336" "ENSG00000226507.1" 0
"27337" "ENSG00000226508.1" 0
"27338" "ENSG00000226509.1" 0
"27339" "ENSG00000226510.1" 0
"27340" "ENSG00000226513.1" 0
"27341" "ENSG00000226515.1" 0
"27342" "ENSG00000226516.7" 0
"27343" "ENSG00000226517.1" 1
"27344" "ENSG00000226519.1" 0
"27345" "ENSG00000226520.1" 0
"27346" "ENSG00000226521.7" 0
"27347" "ENSG00000226522.1" 0
"27348" "ENSG00000226523.1" 0
"27349" "ENSG00000226525.5" 1
"27350" "ENSG00000226526.1" 97
"27351" "ENSG00000226527.1" 0
"27352" "ENSG00000226529.1" 0
"27353" "ENSG00000226530.1" 0
"27354" "ENSG00000226531.2" 0
"27355" "ENSG00000226532.1" 0
"27356" "ENSG00000226533.1" 12
"27357" "ENSG00000226534.1" 0
"27358" "ENSG00000226535.1" 0
"27359" "ENSG00000226536.1" 0
"27360" "ENSG00000226537.2" 0
"27361" "ENSG00000226538.1" 0
"27362" "ENSG00000226539.1" 0
"27363" "ENSG00000226540.2" 1
"27364" "ENSG00000226541.1" 3
"27365" "ENSG00000226542.1" 0
"27366" "ENSG00000226543.3" 0
"27367" "ENSG00000226544.4" 0
"27368" "ENSG00000226545.1" 10
"27369" "ENSG00000226547.2" 0
"27370" "ENSG00000226548.1" 0
"27371" "ENSG00000226549.3" 0
"27372" "ENSG00000226550.1" 0
"27373" "ENSG00000226552.2" 0
"27374" "ENSG00000226553.1" 0
"27375" "ENSG00000226554.1" 0
"27376" "ENSG00000226555.1" 0
"27377" "ENSG00000226556.2" 0
"27378" "ENSG00000226557.1" 1
"27379" "ENSG00000226558.1" 0
"27380" "ENSG00000226560.10" 0
"27381" "ENSG00000226562.3" 0
"27382" "ENSG00000226563.3" 0
"27383" "ENSG00000226564.1" 0
"27384" "ENSG00000226565.2" 0
"27385" "ENSG00000226566.2" 0
"27386" "ENSG00000226567.1" 0
"27387" "ENSG00000226570.2" 0
"27388" "ENSG00000226571.2" 0
"27389" "ENSG00000226572.1" 0
"27390" "ENSG00000226573.1" 1
"27391" "ENSG00000226575.3" 0
"27392" "ENSG00000226576.1" 33
"27393" "ENSG00000226577.1" 0
"27394" "ENSG00000226578.1" 0
"27395" "ENSG00000226579.1" 0
"27396" "ENSG00000226580.1" 0
"27397" "ENSG00000226581.1" 0
"27398" "ENSG00000226582.1" 0
"27399" "ENSG00000226586.7" 0
"27400" "ENSG00000226587.1" 0
"27401" "ENSG00000226589.9" 0
"27402" "ENSG00000226590.1" 0
"27403" "ENSG00000226591.1" 0
"27404" "ENSG00000226592.1" 0
"27405" "ENSG00000226594.1" 0
"27406" "ENSG00000226595.1" 0
"27407" "ENSG00000226597.1" 0
"27408" "ENSG00000226599.1" 53
"27409" "ENSG00000226600.3" 0
"27410" "ENSG00000226601.1" 0
"27411" "ENSG00000226603.8" 0
"27412" "ENSG00000226604.2" 0
"27413" "ENSG00000226605.1" 309
"27414" "ENSG00000226608.3" 0
"27415" "ENSG00000226609.1" 0
"27416" "ENSG00000226610.1" 0
"27417" "ENSG00000226611.2" 0
"27418" "ENSG00000226614.11" 0
"27419" "ENSG00000226616.1" 11
"27420" "ENSG00000226617.1" 0
"27421" "ENSG00000226618.9" 0
"27422" "ENSG00000226619.1" 0
"27423" "ENSG00000226620.7" 0
"27424" "ENSG00000226621.1" 1
"27425" "ENSG00000226622.5" 0
"27426" "ENSG00000226624.1" 8
"27427" "ENSG00000226625.1" 0
"27428" "ENSG00000226626.2" 0
"27429" "ENSG00000226627.1" 114
"27430" "ENSG00000226629.1" 0
"27431" "ENSG00000226631.1" 0
"27432" "ENSG00000226632.1" 0
"27433" "ENSG00000226633.2" 0
"27434" "ENSG00000226634.6" 0
"27435" "ENSG00000226636.1" 0
"27436" "ENSG00000226640.2" 0
"27437" "ENSG00000226641.1" 0
"27438" "ENSG00000226642.1" 0
"27439" "ENSG00000226643.2" 0
"27440" "ENSG00000226644.5" 0
"27441" "ENSG00000226645.1" 4
"27442" "ENSG00000226646.1" 0
"27443" "ENSG00000226647.2" 69
"27444" "ENSG00000226648.1" 358
"27445" "ENSG00000226649.1" 3
"27446" "ENSG00000226650.5" 0
"27447" "ENSG00000226651.6" 0
"27448" "ENSG00000226652.3" 0
"27449" "ENSG00000226653.3" 0
"27450" "ENSG00000226655.1" 0
"27451" "ENSG00000226657.1" 0
"27452" "ENSG00000226658.1" 0
"27453" "ENSG00000226659.1" 0
"27454" "ENSG00000226660.2" 0
"27455" "ENSG00000226661.1" 0
"27456" "ENSG00000226662.2" 0
"27457" "ENSG00000226663.2" 0
"27458" "ENSG00000226664.1" 0
"27459" "ENSG00000226665.1" 0
"27460" "ENSG00000226666.1" 0
"27461" "ENSG00000226668.5" 0
"27462" "ENSG00000226669.2" 6
"27463" "ENSG00000226670.1" 0
"27464" "ENSG00000226671.1" 0
"27465" "ENSG00000226673.2" 3
"27466" "ENSG00000226674.9" 0
"27467" "ENSG00000226676.1" 0
"27468" "ENSG00000226677.3" 10
"27469" "ENSG00000226679.1" 0
"27470" "ENSG00000226680.2" 0
"27471" "ENSG00000226681.1" 0
"27472" "ENSG00000226683.2" 0
"27473" "ENSG00000226685.4" 0
"27474" "ENSG00000226686.7" 2
"27475" "ENSG00000226687.5" 0
"27476" "ENSG00000226688.6" 57
"27477" "ENSG00000226690.8" 0
"27478" "ENSG00000226691.1" 0
"27479" "ENSG00000226693.1" 0
"27480" "ENSG00000226694.2" 0
"27481" "ENSG00000226695.1" 0
"27482" "ENSG00000226696.5" 0
"27483" "ENSG00000226698.1" 34
"27484" "ENSG00000226699.1" 2
"27485" "ENSG00000226700.1" 0
"27486" "ENSG00000226701.1" 0
"27487" "ENSG00000226702.1" 0
"27488" "ENSG00000226703.1" 0
"27489" "ENSG00000226704.6" 0
"27490" "ENSG00000226705.1" 6
"27491" "ENSG00000226706.1" 316
"27492" "ENSG00000226707.1" 0
"27493" "ENSG00000226708.1" 0
"27494" "ENSG00000226709.1" 17
"27495" "ENSG00000226710.9" 0
"27496" "ENSG00000226711.6" 0
"27497" "ENSG00000226713.1" 0
"27498" "ENSG00000226714.1" 0
"27499" "ENSG00000226715.3" 2
"27500" "ENSG00000226716.1" 0
"27501" "ENSG00000226717.2" 0
"27502" "ENSG00000226718.1" 0
"27503" "ENSG00000226721.2" 0
"27504" "ENSG00000226722.3" 0
"27505" "ENSG00000226723.2" 0
"27506" "ENSG00000226724.1" 0
"27507" "ENSG00000226725.2" 0
"27508" "ENSG00000226726.1" 1
"27509" "ENSG00000226727.1" 0
"27510" "ENSG00000226729.3" 0
"27511" "ENSG00000226732.1" 0
"27512" "ENSG00000226733.3" 0
"27513" "ENSG00000226734.1" 0
"27514" "ENSG00000226736.1" 0
"27515" "ENSG00000226739.1" 0
"27516" "ENSG00000226741.1" 0
"27517" "ENSG00000226742.3" 17
"27518" "ENSG00000226744.1" 1
"27519" "ENSG00000226745.2" 0
"27520" "ENSG00000226746.2" 2
"27521" "ENSG00000226747.6" 4
"27522" "ENSG00000226750.1" 0
"27523" "ENSG00000226751.2" 0
"27524" "ENSG00000226752.9" 21
"27525" "ENSG00000226753.1" 0
"27526" "ENSG00000226754.1" 0
"27527" "ENSG00000226755.2" 0
"27528" "ENSG00000226756.1" 9
"27529" "ENSG00000226757.2" 0
"27530" "ENSG00000226758.1" 0
"27531" "ENSG00000226759.7" 1
"27532" "ENSG00000226761.3" 0
"27533" "ENSG00000226762.2" 0
"27534" "ENSG00000226763.4" 279
"27535" "ENSG00000226764.2" 0
"27536" "ENSG00000226765.1" 0
"27537" "ENSG00000226766.1" 0
"27538" "ENSG00000226767.1" 0
"27539" "ENSG00000226768.1" 0
"27540" "ENSG00000226769.1" 0
"27541" "ENSG00000226770.1" 2
"27542" "ENSG00000226771.1" 0
"27543" "ENSG00000226772.1" 1
"27544" "ENSG00000226773.1" 0
"27545" "ENSG00000226774.1" 1
"27546" "ENSG00000226776.1" 0
"27547" "ENSG00000226777.7" 0
"27548" "ENSG00000226779.1" 2
"27549" "ENSG00000226780.1" 0
"27550" "ENSG00000226781.1" 0
"27551" "ENSG00000226782.2" 0
"27552" "ENSG00000226783.1" 1
"27553" "ENSG00000226784.2" 3
"27554" "ENSG00000226788.3" 0
"27555" "ENSG00000226789.1" 0
"27556" "ENSG00000226790.3" 0
"27557" "ENSG00000226791.6" 0
"27558" "ENSG00000226792.7" 0
"27559" "ENSG00000226794.1" 0
"27560" "ENSG00000226795.1" 0
"27561" "ENSG00000226796.2" 0
"27562" "ENSG00000226797.1" 1
"27563" "ENSG00000226798.1" 0
"27564" "ENSG00000226799.1" 0
"27565" "ENSG00000226800.5" 403
"27566" "ENSG00000226801.2" 0
"27567" "ENSG00000226802.1" 0
"27568" "ENSG00000226803.8" 275
"27569" "ENSG00000226804.4" 0
"27570" "ENSG00000226806.1" 0
"27571" "ENSG00000226807.6" 1
"27572" "ENSG00000226808.2" 0
"27573" "ENSG00000226810.3" 0
"27574" "ENSG00000226812.2" 0
"27575" "ENSG00000226813.2" 0
"27576" "ENSG00000226814.2" 2
"27577" "ENSG00000226816.3" 0
"27578" "ENSG00000226818.1" 0
"27579" "ENSG00000226819.1" 0
"27580" "ENSG00000226820.2" 0
"27581" "ENSG00000226822.2" 0
"27582" "ENSG00000226823.1" 0
"27583" "ENSG00000226824.6" 0
"27584" "ENSG00000226825.1" 0
"27585" "ENSG00000226826.10" 0
"27586" "ENSG00000226827.1" 19
"27587" "ENSG00000226828.1" 5
"27588" "ENSG00000226829.1" 0
"27589" "ENSG00000226831.1" 0
"27590" "ENSG00000226832.3" 0
"27591" "ENSG00000226833.5" 0
"27592" "ENSG00000226834.1" 0
"27593" "ENSG00000226835.2" 0
"27594" "ENSG00000226836.5" 0
"27595" "ENSG00000226837.2" 0
"27596" "ENSG00000226838.1" 0
"27597" "ENSG00000226839.1" 0
"27598" "ENSG00000226840.1" 0
"27599" "ENSG00000226841.2" 0
"27600" "ENSG00000226842.1" 4
"27601" "ENSG00000226843.1" 0
"27602" "ENSG00000226844.1" 0
"27603" "ENSG00000226845.1" 0
"27604" "ENSG00000226846.1" 0
"27605" "ENSG00000226847.1" 0
"27606" "ENSG00000226849.1" 398
"27607" "ENSG00000226850.2" 0
"27608" "ENSG00000226851.1" 22
"27609" "ENSG00000226853.2" 0
"27610" "ENSG00000226854.1" 0
"27611" "ENSG00000226855.1" 0
"27612" "ENSG00000226856.6" 66
"27613" "ENSG00000226857.1" 0
"27614" "ENSG00000226858.7" 0
"27615" "ENSG00000226859.1" 0
"27616" "ENSG00000226860.1" 0
"27617" "ENSG00000226861.1" 0
"27618" "ENSG00000226862.1" 0
"27619" "ENSG00000226863.1" 0
"27620" "ENSG00000226864.2" 14
"27621" "ENSG00000226867.1" 0
"27622" "ENSG00000226868.1" 0
"27623" "ENSG00000226869.6" 0
"27624" "ENSG00000226870.2" 0
"27625" "ENSG00000226871.1" 44
"27626" "ENSG00000226872.1" 0
"27627" "ENSG00000226873.1" 0
"27628" "ENSG00000226874.1" 16
"27629" "ENSG00000226875.1" 0
"27630" "ENSG00000226876.2" 22
"27631" "ENSG00000226877.8" 32
"27632" "ENSG00000226878.2" 0
"27633" "ENSG00000226879.1" 0
"27634" "ENSG00000226881.5" 0
"27635" "ENSG00000226882.9" 0
"27636" "ENSG00000226883.1" 52
"27637" "ENSG00000226884.1" 0
"27638" "ENSG00000226885.1" 0
"27639" "ENSG00000226886.1" 0
"27640" "ENSG00000226887.7" 0
"27641" "ENSG00000226888.2" 0
"27642" "ENSG00000226889.3" 0
"27643" "ENSG00000226890.1" 75
"27644" "ENSG00000226891.8" 0
"27645" "ENSG00000226892.6" 0
"27646" "ENSG00000226893.3" 0
"27647" "ENSG00000226896.2" 0
"27648" "ENSG00000226898.2" 0
"27649" "ENSG00000226899.1" 24
"27650" "ENSG00000226900.1" 0
"27651" "ENSG00000226902.1" 0
"27652" "ENSG00000226903.1" 0
"27653" "ENSG00000226904.1" 0
"27654" "ENSG00000226905.1" 0
"27655" "ENSG00000226906.1" 0
"27656" "ENSG00000226908.1" 0
"27657" "ENSG00000226912.1" 0
"27658" "ENSG00000226913.1" 0
"27659" "ENSG00000226914.1" 0
"27660" "ENSG00000226915.1" 0
"27661" "ENSG00000226916.8" 0
"27662" "ENSG00000226917.5" 0
"27663" "ENSG00000226918.1" 0
"27664" "ENSG00000226919.2" 0
"27665" "ENSG00000226920.1" 0
"27666" "ENSG00000226921.6" 0
"27667" "ENSG00000226923.2" 0
"27668" "ENSG00000226925.1" 50
"27669" "ENSG00000226926.7" 1
"27670" "ENSG00000226927.1" 0
"27671" "ENSG00000226928.1" 0
"27672" "ENSG00000226929.3" 0
"27673" "ENSG00000226930.1" 0
"27674" "ENSG00000226931.2" 0
"27675" "ENSG00000226932.1" 0
"27676" "ENSG00000226933.1" 0
"27677" "ENSG00000226935.6" 0
"27678" "ENSG00000226936.4" 0
"27679" "ENSG00000226937.9" 598
"27680" "ENSG00000226938.1" 0
"27681" "ENSG00000226939.1" 0
"27682" "ENSG00000226940.1" 0
"27683" "ENSG00000226941.8" 0
"27684" "ENSG00000226942.2" 0
"27685" "ENSG00000226943.3" 0
"27686" "ENSG00000226944.1" 2
"27687" "ENSG00000226945.1" 0
"27688" "ENSG00000226946.1" 0
"27689" "ENSG00000226947.1" 0
"27690" "ENSG00000226948.1" 0
"27691" "ENSG00000226949.1" 0
"27692" "ENSG00000226950.6" 18
"27693" "ENSG00000226952.1" 0
"27694" "ENSG00000226953.7" 0
"27695" "ENSG00000226954.1" 0
"27696" "ENSG00000226955.1" 0
"27697" "ENSG00000226956.1" 0
"27698" "ENSG00000226957.1" 2
"27699" "ENSG00000226960.1" 5
"27700" "ENSG00000226961.3" 0
"27701" "ENSG00000226962.1" 0
"27702" "ENSG00000226963.1" 232
"27703" "ENSG00000226964.1" 18
"27704" "ENSG00000226965.1" 0
"27705" "ENSG00000226967.1" 1
"27706" "ENSG00000226968.1" 0
"27707" "ENSG00000226969.1" 0
"27708" "ENSG00000226970.2" 0
"27709" "ENSG00000226971.1" 0
"27710" "ENSG00000226972.2" 0
"27711" "ENSG00000226973.1" 0
"27712" "ENSG00000226975.1" 0
"27713" "ENSG00000226976.3" 0
"27714" "ENSG00000226977.1" 0
"27715" "ENSG00000226978.1" 0
"27716" "ENSG00000226979.8" 0
"27717" "ENSG00000226981.2" 0
"27718" "ENSG00000226982.4" 1
"27719" "ENSG00000226983.2" 0
"27720" "ENSG00000226984.1" 10
"27721" "ENSG00000226985.6" 0
"27722" "ENSG00000226986.4" 0
"27723" "ENSG00000226987.1" 0
"27724" "ENSG00000226989.1" 0
"27725" "ENSG00000226990.1" 0
"27726" "ENSG00000226991.2" 2
"27727" "ENSG00000226992.1" 0
"27728" "ENSG00000226993.1" 0
"27729" "ENSG00000226994.7" 0
"27730" "ENSG00000226995.7" 0
"27731" "ENSG00000226996.5" 0
"27732" "ENSG00000226998.1" 0
"27733" "ENSG00000226999.1" 0
"27734" "ENSG00000227000.2" 0
"27735" "ENSG00000227001.3" 0
"27736" "ENSG00000227002.2" 0
"27737" "ENSG00000227004.2" 0
"27738" "ENSG00000227006.1" 20
"27739" "ENSG00000227007.1" 0
"27740" "ENSG00000227008.2" 1
"27741" "ENSG00000227009.1" 0
"27742" "ENSG00000227011.4" 0
"27743" "ENSG00000227012.2" 0
"27744" "ENSG00000227013.3" 0
"27745" "ENSG00000227014.6" 62
"27746" "ENSG00000227015.1" 0
"27747" "ENSG00000227016.3" 0
"27748" "ENSG00000227017.1" 12
"27749" "ENSG00000227018.1" 0
"27750" "ENSG00000227019.2" 0
"27751" "ENSG00000227021.1" 0
"27752" "ENSG00000227023.1" 0
"27753" "ENSG00000227025.1" 1
"27754" "ENSG00000227027.1" 0
"27755" "ENSG00000227028.6" 12
"27756" "ENSG00000227029.1" 0
"27757" "ENSG00000227030.2" 0
"27758" "ENSG00000227032.1" 0
"27759" "ENSG00000227033.1" 60
"27760" "ENSG00000227034.1" 0
"27761" "ENSG00000227035.1" 0
"27762" "ENSG00000227036.7" 0
"27763" "ENSG00000227038.3" 0
"27764" "ENSG00000227039.6" 1
"27765" "ENSG00000227040.4" 0
"27766" "ENSG00000227042.1" 0
"27767" "ENSG00000227043.1" 0
"27768" "ENSG00000227044.4" 0
"27769" "ENSG00000227045.1" 0
"27770" "ENSG00000227046.8" 0
"27771" "ENSG00000227047.1" 0
"27772" "ENSG00000227048.2" 0
"27773" "ENSG00000227050.1" 18
"27774" "ENSG00000227051.6" 7
"27775" "ENSG00000227053.1" 2
"27776" "ENSG00000227054.1" 0
"27777" "ENSG00000227055.1" 0
"27778" "ENSG00000227056.2" 4
"27779" "ENSG00000227057.9" 0
"27780" "ENSG00000227058.1" 0
"27781" "ENSG00000227059.6" 0
"27782" "ENSG00000227060.6" 0
"27783" "ENSG00000227061.1" 0
"27784" "ENSG00000227062.2" 0
"27785" "ENSG00000227063.5" 0
"27786" "ENSG00000227064.1" 0
"27787" "ENSG00000227066.1" 0
"27788" "ENSG00000227067.3" 0
"27789" "ENSG00000227068.1" 4
"27790" "ENSG00000227069.1" 0
"27791" "ENSG00000227070.1" 10
"27792" "ENSG00000227071.1" 6
"27793" "ENSG00000227072.1" 0
"27794" "ENSG00000227073.1" 9
"27795" "ENSG00000227074.11" 0
"27796" "ENSG00000227075.1" 0
"27797" "ENSG00000227076.1" 0
"27798" "ENSG00000227077.3" 0
"27799" "ENSG00000227078.1" 0
"27800" "ENSG00000227080.2" 0
"27801" "ENSG00000227081.5" 1
"27802" "ENSG00000227082.2" 1
"27803" "ENSG00000227083.1" 6
"27804" "ENSG00000227087.4" 0
"27805" "ENSG00000227088.1" 0
"27806" "ENSG00000227089.2" 0
"27807" "ENSG00000227090.1" 0
"27808" "ENSG00000227091.1" 0
"27809" "ENSG00000227094.1" 0
"27810" "ENSG00000227096.1" 0
"27811" "ENSG00000227097.5" 0
"27812" "ENSG00000227098.1" 0
"27813" "ENSG00000227099.1" 0
"27814" "ENSG00000227100.1" 0
"27815" "ENSG00000227101.1" 0
"27816" "ENSG00000227102.2" 0
"27817" "ENSG00000227104.3" 0
"27818" "ENSG00000227105.1" 0
"27819" "ENSG00000227107.1" 4
"27820" "ENSG00000227108.1" 0
"27821" "ENSG00000227109.1" 0
"27822" "ENSG00000227110.6" 0
"27823" "ENSG00000227113.2" 11
"27824" "ENSG00000227115.7" 0
"27825" "ENSG00000227117.6" 2
