"V1" "V2"
"16799" "ENSG00000188649.13" 42
"16800" "ENSG00000188655.10" 0
"16801" "ENSG00000188656.8" 0
"16802" "ENSG00000188659.9" 0
"16803" "ENSG00000188660.3" 0
"16804" "ENSG00000188662.6" 0
"16805" "ENSG00000188668.4" 0
"16806" "ENSG00000188672.18" 19
"16807" "ENSG00000188674.10" 0
"16808" "ENSG00000188676.13" 0
"16809" "ENSG00000188677.14" 3
"16810" "ENSG00000188681.11" 0
"16811" "ENSG00000188687.17" 6
"16812" "ENSG00000188690.13" 0
"16813" "ENSG00000188691.5" 0
"16814" "ENSG00000188693.7" 28
"16815" "ENSG00000188694.5" 0
"16816" "ENSG00000188706.12" 0
"16817" "ENSG00000188707.5" 4
"16818" "ENSG00000188710.2" 6
"16819" "ENSG00000188712.4" 2
"16820" "ENSG00000188716.5" 0
"16821" "ENSG00000188725.7" 2
"16822" "ENSG00000188729.6" 1
"16823" "ENSG00000188730.4" 0
"16824" "ENSG00000188732.10" 4
"16825" "ENSG00000188735.12" 73
"16826" "ENSG00000188738.14" 82
"16827" "ENSG00000188739.14" 0
"16828" "ENSG00000188747.8" 15
"16829" "ENSG00000188755.10" 0
"16830" "ENSG00000188760.10" 581
"16831" "ENSG00000188761.12" 0
"16832" "ENSG00000188763.4" 0
"16833" "ENSG00000188765.7" 0
"16834" "ENSG00000188766.12" 0
"16835" "ENSG00000188770.9" 1
"16836" "ENSG00000188771.4" 11
"16837" "ENSG00000188778.5" 0
"16838" "ENSG00000188779.10" 0
"16839" "ENSG00000188782.8" 0
"16840" "ENSG00000188783.5" 0
"16841" "ENSG00000188784.4" 0
"16842" "ENSG00000188785.11" 0
"16843" "ENSG00000188786.9" 3
"16844" "ENSG00000188800.5" 0
"16845" "ENSG00000188801.9" 0
"16846" "ENSG00000188803.14" 0
"16847" "ENSG00000188807.12" 0
"16848" "ENSG00000188811.13" 0
"16849" "ENSG00000188816.3" 0
"16850" "ENSG00000188817.7" 0
"16851" "ENSG00000188818.12" 8
"16852" "ENSG00000188820.12" 0
"16853" "ENSG00000188822.7" 0
"16854" "ENSG00000188825.13" 21
"16855" "ENSG00000188827.10" 0
"16856" "ENSG00000188828.11" 0
"16857" "ENSG00000188831.4" 0
"16858" "ENSG00000188833.9" 26
"16859" "ENSG00000188846.13" 4
"16860" "ENSG00000188848.15" 0
"16861" "ENSG00000188850.9" 0
"16862" "ENSG00000188856.6" 0
"16863" "ENSG00000188859.6" 7
"16864" "ENSG00000188868.13" 0
"16865" "ENSG00000188869.12" 76
"16866" "ENSG00000188873.4" 0
"16867" "ENSG00000188877.12" 0
"16868" "ENSG00000188878.19" 0
"16869" "ENSG00000188883.4" 0
"16870" "ENSG00000188886.3" 0
"16871" "ENSG00000188895.11" 9
"16872" "ENSG00000188897.9" 0
"16873" "ENSG00000188906.15" 7
"16874" "ENSG00000188909.4" 0
"16875" "ENSG00000188910.7" 28
"16876" "ENSG00000188916.8" 78
"16877" "ENSG00000188917.14" 0
"16878" "ENSG00000188921.13" 28
"16879" "ENSG00000188931.3" 648
"16880" "ENSG00000188933.15" 0
"16881" "ENSG00000188937.5" 0
"16882" "ENSG00000188938.16" 735
"16883" "ENSG00000188958.9" 414
"16884" "ENSG00000188959.9" 1
"16885" "ENSG00000188976.10" 0
"16886" "ENSG00000188981.10" 0
"16887" "ENSG00000188984.11" 0
"16888" "ENSG00000188985.6" 0
"16889" "ENSG00000188986.6" 1
"16890" "ENSG00000188991.3" 1
"16891" "ENSG00000188992.11" 0
"16892" "ENSG00000188993.3" 0
"16893" "ENSG00000188994.12" 2
"16894" "ENSG00000188996.4" 0
"16895" "ENSG00000188997.7" 71
"16896" "ENSG00000189001.10" 0
"16897" "ENSG00000189002.10" 0
"16898" "ENSG00000189007.15" 0
"16899" "ENSG00000189013.14" 0
"16900" "ENSG00000189014.7" 2
"16901" "ENSG00000189023.10" 0
"16902" "ENSG00000189030.9" 0
"16903" "ENSG00000189037.7" 0
"16904" "ENSG00000189042.13" 0
"16905" "ENSG00000189043.9" 0
"16906" "ENSG00000189045.13" 0
"16907" "ENSG00000189046.10" 3
"16908" "ENSG00000189050.15" 0
"16909" "ENSG00000189051.5" 1
"16910" "ENSG00000189052.6" 0
"16911" "ENSG00000189056.13" 0
"16912" "ENSG00000189057.10" 3
"16913" "ENSG00000189058.8" 0
"16914" "ENSG00000189060.5" 12
"16915" "ENSG00000189064.8" 0
"16916" "ENSG00000189067.12" 2
"16917" "ENSG00000189068.10" 0
"16918" "ENSG00000189077.10" 86
"16919" "ENSG00000189079.15" 6
"16920" "ENSG00000189089.5" 11
"16921" "ENSG00000189090.7" 0
"16922" "ENSG00000189091.12" 1
"16923" "ENSG00000189099.11" 67
"16924" "ENSG00000189108.12" 0
"16925" "ENSG00000189114.6" 1
"16926" "ENSG00000189120.4" 0
"16927" "ENSG00000189127.7" 0
"16928" "ENSG00000189129.13" 14
"16929" "ENSG00000189132.6" 0
"16930" "ENSG00000189134.3" 0
"16931" "ENSG00000189136.9" 1
"16932" "ENSG00000189139.5" 0
"16933" "ENSG00000189143.9" 19
"16934" "ENSG00000189144.13" 1
"16935" "ENSG00000189145.7" 0
"16936" "ENSG00000189149.12" 0
"16937" "ENSG00000189152.10" 0
"16938" "ENSG00000189157.13" 15
"16939" "ENSG00000189159.15" 0
"16940" "ENSG00000189164.14" 0
"16941" "ENSG00000189166.6" 0
"16942" "ENSG00000189167.11" 0
"16943" "ENSG00000189169.7" 0
"16944" "ENSG00000189171.14" 14
"16945" "ENSG00000189180.15" 0
"16946" "ENSG00000189181.4" 0
"16947" "ENSG00000189182.9" 0
"16948" "ENSG00000189184.11" 0
"16949" "ENSG00000189186.10" 0
"16950" "ENSG00000189190.10" 0
"16951" "ENSG00000189195.12" 0
"16952" "ENSG00000189196.4" 0
"16953" "ENSG00000189212.12" 6
"16954" "ENSG00000189221.9" 0
"16955" "ENSG00000189223.14" 1
"16956" "ENSG00000189227.5" 8
"16957" "ENSG00000189229.10" 0
"16958" "ENSG00000189233.11" 0
"16959" "ENSG00000189238.5" 1
"16960" "ENSG00000189241.6" 32
"16961" "ENSG00000189252.4" 0
"16962" "ENSG00000189253.7" 0
"16963" "ENSG00000189266.12" 16
"16964" "ENSG00000189269.12" 0
"16965" "ENSG00000189275.3" 0
"16966" "ENSG00000189280.3" 6
"16967" "ENSG00000189283.9" 0
"16968" "ENSG00000189292.15" 5
"16969" "ENSG00000189295.13" 0
"16970" "ENSG00000189298.13" 2
"16971" "ENSG00000189299.6" 0
"16972" "ENSG00000189306.10" 0
"16973" "ENSG00000189308.10" 5
"16974" "ENSG00000189316.3" 0
"16975" "ENSG00000189319.13" 34
"16976" "ENSG00000189320.8" 0
"16977" "ENSG00000189325.6" 0
"16978" "ENSG00000189326.4" 0
"16979" "ENSG00000189332.5" 0
"16980" "ENSG00000189334.8" 7
"16981" "ENSG00000189337.16" 3
"16982" "ENSG00000189339.11" 26
"16983" "ENSG00000189343.7" 0
"16984" "ENSG00000189348.6" 0
"16985" "ENSG00000189350.12" 0
"16986" "ENSG00000189357.8" 0
"16987" "ENSG00000189362.11" 16
"16988" "ENSG00000189366.9" 5
"16989" "ENSG00000189367.14" 0
"16990" "ENSG00000189369.8" 0
"16991" "ENSG00000189372.4" 0
"16992" "ENSG00000189375.10" 0
"16993" "ENSG00000189376.11" 0
"16994" "ENSG00000189377.8" 2
"16995" "ENSG00000189398.5" 0
"16996" "ENSG00000189401.2" 0
"16997" "ENSG00000189403.14" 0
"16998" "ENSG00000189409.13" 0
"16999" "ENSG00000189410.11" 0
"17000" "ENSG00000189419.7" 7
"17001" "ENSG00000189420.8" 0
"17002" "ENSG00000189423.12" 0
"17003" "ENSG00000189430.12" 0
"17004" "ENSG00000189431.7" 0
"17005" "ENSG00000189433.5" 8
"17006" "ENSG00000194297.2" 0
"17007" "ENSG00000194717.4" 0
"17008" "ENSG00000195024.2" 0
"17009" "ENSG00000195401.2" 2
"17010" "ENSG00000196071.5" 0
"17011" "ENSG00000196072.11" 0
"17012" "ENSG00000196074.12" 1
"17013" "ENSG00000196081.9" 0
"17014" "ENSG00000196083.9" 0
"17015" "ENSG00000196085.5" 0
"17016" "ENSG00000196090.12" 0
"17017" "ENSG00000196091.13" 0
"17018" "ENSG00000196092.12" 0
"17019" "ENSG00000196096.3" 0
"17020" "ENSG00000196098.2" 0
"17021" "ENSG00000196099.4" 0
"17022" "ENSG00000196101.9" 0
"17023" "ENSG00000196104.10" 0
"17024" "ENSG00000196109.7" 0
"17025" "ENSG00000196110.7" 0
"17026" "ENSG00000196114.3" 0
"17027" "ENSG00000196115.13" 0
"17028" "ENSG00000196116.7" 0
"17029" "ENSG00000196118.11" 308
"17030" "ENSG00000196119.7" 0
"17031" "ENSG00000196123.12" 10
"17032" "ENSG00000196126.11" 0
"17033" "ENSG00000196131.6" 0
"17034" "ENSG00000196132.12" 0
"17035" "ENSG00000196136.17" 6
"17036" "ENSG00000196139.13" 34
"17037" "ENSG00000196141.13" 1
"17038" "ENSG00000196143.4" 0
"17039" "ENSG00000196150.13" 3
"17040" "ENSG00000196151.10" 4
"17041" "ENSG00000196152.10" 2
"17042" "ENSG00000196154.11" 0
"17043" "ENSG00000196155.12" 6
"17044" "ENSG00000196156.4" 0
"17045" "ENSG00000196159.11" 4
"17046" "ENSG00000196166.4" 0
"17047" "ENSG00000196167.9" 10
"17048" "ENSG00000196169.14" 0
"17049" "ENSG00000196171.3" 0
"17050" "ENSG00000196172.9" 0
"17051" "ENSG00000196177.12" 8
"17052" "ENSG00000196182.10" 0
"17053" "ENSG00000196183.5" 8
"17054" "ENSG00000196184.9" 2
"17055" "ENSG00000196187.11" 864
"17056" "ENSG00000196188.10" 0
"17057" "ENSG00000196189.12" 0
"17058" "ENSG00000196196.2" 1
"17059" "ENSG00000196199.13" 67
"17060" "ENSG00000196204.11" 0
"17061" "ENSG00000196205.8" 0
"17062" "ENSG00000196208.13" 0
"17063" "ENSG00000196209.12" 0
"17064" "ENSG00000196214.10" 0
"17065" "ENSG00000196218.12" 0
"17066" "ENSG00000196220.15" 2
"17067" "ENSG00000196224.7" 0
"17068" "ENSG00000196227.10" 0
"17069" "ENSG00000196228.3" 1
"17070" "ENSG00000196230.12" 0
"17071" "ENSG00000196231.7" 0
"17072" "ENSG00000196233.13" 2
"17073" "ENSG00000196235.13" 6
"17074" "ENSG00000196236.12" 0
"17075" "ENSG00000196240.4" 0
"17076" "ENSG00000196242.9" 0
"17077" "ENSG00000196243.5" 0
"17078" "ENSG00000196247.11" 0
"17079" "ENSG00000196248.5" 0
"17080" "ENSG00000196260.4" 0
"17081" "ENSG00000196262.13" 22
"17082" "ENSG00000196263.7" 0
"17083" "ENSG00000196266.5" 0
"17084" "ENSG00000196267.12" 0
"17085" "ENSG00000196268.11" 0
"17086" "ENSG00000196273.7" 0
"17087" "ENSG00000196274.5" 0
"17088" "ENSG00000196275.13" 0
"17089" "ENSG00000196277.15" 0
"17090" "ENSG00000196284.15" 0
"17091" "ENSG00000196289.7" 0
"17092" "ENSG00000196290.14" 1
"17093" "ENSG00000196295.11" 9
"17094" "ENSG00000196296.13" 7
"17095" "ENSG00000196299.10" 0
"17096" "ENSG00000196301.3" 0
"17097" "ENSG00000196302.5" 0
"17098" "ENSG00000196305.17" 8
"17099" "ENSG00000196312.13" 0
"17100" "ENSG00000196313.11" 718
"17101" "ENSG00000196323.13" 5
"17102" "ENSG00000196329.11" 0
"17103" "ENSG00000196335.12" 0
"17104" "ENSG00000196337.11" 0
"17105" "ENSG00000196338.12" 2
"17106" "ENSG00000196341.3" 0
"17107" "ENSG00000196344.11" 1
"17108" "ENSG00000196345.12" 0
"17109" "ENSG00000196350.8" 0
"17110" "ENSG00000196352.15" 1
"17111" "ENSG00000196353.11" 0
"17112" "ENSG00000196357.11" 15
"17113" "ENSG00000196358.10" 0
"17114" "ENSG00000196361.9" 0
"17115" "ENSG00000196363.9" 7
"17116" "ENSG00000196364.9" 0
"17117" "ENSG00000196365.11" 79
"17118" "ENSG00000196366.3" 88
"17119" "ENSG00000196367.13" 958
"17120" "ENSG00000196368.4" 0
"17121" "ENSG00000196369.11" 7
"17122" "ENSG00000196371.3" 1
"17123" "ENSG00000196372.12" 3
"17124" "ENSG00000196376.10" 1
"17125" "ENSG00000196378.11" 0
"17126" "ENSG00000196381.10" 0
"17127" "ENSG00000196383.6" 0
"17128" "ENSG00000196387.9" 17
"17129" "ENSG00000196388.8" 17
"17130" "ENSG00000196390.6" 0
"17131" "ENSG00000196391.10" 0
"17132" "ENSG00000196395.7" 0
"17133" "ENSG00000196396.9" 8
"17134" "ENSG00000196403.4" 0
"17135" "ENSG00000196405.12" 8
"17136" "ENSG00000196406.4" 0
"17137" "ENSG00000196407.11" 498
"17138" "ENSG00000196408.11" 55
"17139" "ENSG00000196411.9" 29
"17140" "ENSG00000196415.9" 0
"17141" "ENSG00000196417.12" 0
"17142" "ENSG00000196418.12" 38
"17143" "ENSG00000196419.12" 10
"17144" "ENSG00000196420.7" 0
"17145" "ENSG00000196421.8" 13
"17146" "ENSG00000196422.10" 6
"17147" "ENSG00000196427.13" 0
"17148" "ENSG00000196428.12" 18
"17149" "ENSG00000196431.3" 0
"17150" "ENSG00000196433.12" 0
"17151" "ENSG00000196433.12_PAR_Y" 0
"17152" "ENSG00000196436.8" 0
"17153" "ENSG00000196437.10" 2
"17154" "ENSG00000196440.11" 0
"17155" "ENSG00000196449.3" 98
"17156" "ENSG00000196453.7" 4
"17157" "ENSG00000196455.7" 0
"17158" "ENSG00000196456.11" 0
"17159" "ENSG00000196458.10" 0
"17160" "ENSG00000196459.13" 21
"17161" "ENSG00000196460.13" 0
"17162" "ENSG00000196465.10" 1
"17163" "ENSG00000196466.10" 0
"17164" "ENSG00000196468.7" 0
"17165" "ENSG00000196470.11" 332
"17166" "ENSG00000196472.4" 0
"17167" "ENSG00000196475.5" 0
"17168" "ENSG00000196476.11" 0
"17169" "ENSG00000196482.16" 0
"17170" "ENSG00000196497.16" 0
"17171" "ENSG00000196498.13" 68
"17172" "ENSG00000196502.11" 5
"17173" "ENSG00000196503.4" 0
"17174" "ENSG00000196504.16" 6
"17175" "ENSG00000196505.10" 2
"17176" "ENSG00000196507.10" 25
"17177" "ENSG00000196510.12" 0
"17178" "ENSG00000196511.14" 1
"17179" "ENSG00000196517.11" 14
"17180" "ENSG00000196526.10" 2
"17181" "ENSG00000196531.10" 2
"17182" "ENSG00000196534.5" 0
"17183" "ENSG00000196535.16" 21
"17184" "ENSG00000196539.3" 0
"17185" "ENSG00000196542.8" 0
"17186" "ENSG00000196544.7" 18
"17187" "ENSG00000196547.14" 27
"17188" "ENSG00000196549.10" 0
"17189" "ENSG00000196550.10" 17
"17190" "ENSG00000196553.15" 28
"17191" "ENSG00000196557.12" 15
"17192" "ENSG00000196562.14" 28
"17193" "ENSG00000196564.4" 0
"17194" "ENSG00000196565.14" 0
"17195" "ENSG00000196566.2" 155
"17196" "ENSG00000196569.12" 4
"17197" "ENSG00000196570.2" 0
"17198" "ENSG00000196576.14" 80
"17199" "ENSG00000196578.4" 0
"17200" "ENSG00000196581.10" 0
"17201" "ENSG00000196584.2" 0
"17202" "ENSG00000196586.13" 1
"17203" "ENSG00000196588.15" 5
"17204" "ENSG00000196589.6" 0
"17205" "ENSG00000196591.11" 0
"17206" "ENSG00000196593.9" 0
"17207" "ENSG00000196597.11" 2
"17208" "ENSG00000196600.12" 0
"17209" "ENSG00000196604.12" 0
"17210" "ENSG00000196605.7" 2
"17211" "ENSG00000196610.13" 0
"17212" "ENSG00000196611.4" 0
"17213" "ENSG00000196616.13" 25
"17214" "ENSG00000196620.9" 0
"17215" "ENSG00000196628.16" 5
"17216" "ENSG00000196632.10" 14
"17217" "ENSG00000196634.3" 0
"17218" "ENSG00000196636.7" 0
"17219" "ENSG00000196639.6" 0
"17220" "ENSG00000196642.18" 65
"17221" "ENSG00000196646.11" 0
"17222" "ENSG00000196652.11" 4
"17223" "ENSG00000196653.11" 0
"17224" "ENSG00000196655.11" 27
"17225" "ENSG00000196656.7" 0
"17226" "ENSG00000196659.9" 6
"17227" "ENSG00000196660.10" 44
"17228" "ENSG00000196663.15" 30
"17229" "ENSG00000196664.4" 0
"17230" "ENSG00000196666.4" 0
"17231" "ENSG00000196668.3" 0
"17232" "ENSG00000196670.13" 0
"17233" "ENSG00000196678.13" 94
"17234" "ENSG00000196683.10" 0
"17235" "ENSG00000196684.12" 0
"17236" "ENSG00000196689.12" 0
"17237" "ENSG00000196693.14" 1
"17238" "ENSG00000196696.12" 0
"17239" "ENSG00000196700.8" 5
"17240" "ENSG00000196704.11" 0
"17241" "ENSG00000196705.8" 0
"17242" "ENSG00000196711.8" 0
"17243" "ENSG00000196712.17" 18
"17244" "ENSG00000196715.6" 2
"17245" "ENSG00000196724.12" 0
"17246" "ENSG00000196730.12" 0
"17247" "ENSG00000196734.8" 0
"17248" "ENSG00000196735.11" 0
"17249" "ENSG00000196739.14" 73
"17250" "ENSG00000196741.5" 0
"17251" "ENSG00000196743.8" 4
"17252" "ENSG00000196747.4" 0
"17253" "ENSG00000196748.9" 0
"17254" "ENSG00000196754.10" 0
"17255" "ENSG00000196756.11" 0
"17256" "ENSG00000196757.7" 0
"17257" "ENSG00000196758.3" 0
"17258" "ENSG00000196767.7" 0
"17259" "ENSG00000196772.4" 0
"17260" "ENSG00000196776.15" 0
"17261" "ENSG00000196778.3" 0
"17262" "ENSG00000196781.14" 48
"17263" "ENSG00000196782.12" 67
"17264" "ENSG00000196787.3" 0
"17265" "ENSG00000196792.11" 10
"17266" "ENSG00000196793.13" 0
"17267" "ENSG00000196796.5" 0
"17268" "ENSG00000196800.6" 0
"17269" "ENSG00000196805.7" 0
"17270" "ENSG00000196810.4" 7
"17271" "ENSG00000196811.11" 40
"17272" "ENSG00000196812.4" 34
"17273" "ENSG00000196814.14" 0
"17274" "ENSG00000196821.9" 9
"17275" "ENSG00000196826.7" 0
"17276" "ENSG00000196832.4" 0
"17277" "ENSG00000196834.11" 0
"17278" "ENSG00000196839.12" 12
"17279" "ENSG00000196843.15" 0
"17280" "ENSG00000196844.8" 0
"17281" "ENSG00000196850.5" 6
"17282" "ENSG00000196859.7" 0
"17283" "ENSG00000196860.7" 6
"17284" "ENSG00000196862.9" 4
"17285" "ENSG00000196865.4" 2
"17286" "ENSG00000196866.2" 0
"17287" "ENSG00000196867.7" 1
"17288" "ENSG00000196872.11" 2
"17289" "ENSG00000196873.15" 0
"17290" "ENSG00000196876.15" 18
"17291" "ENSG00000196878.14" 12
"17292" "ENSG00000196890.4" 0
"17293" "ENSG00000196893.3" 0
"17294" "ENSG00000196900.4" 2
"17295" "ENSG00000196911.10" 12
"17296" "ENSG00000196912.12" 0
"17297" "ENSG00000196914.8" 22
"17298" "ENSG00000196917.5" 0
"17299" "ENSG00000196922.10" 2
"17300" "ENSG00000196923.13" 0
"17301" "ENSG00000196924.15" 30
"17302" "ENSG00000196932.11" 5
"17303" "ENSG00000196933.5" 0
"17304" "ENSG00000196935.8" 21
"17305" "ENSG00000196937.10" 0
"17306" "ENSG00000196943.13" 0
"17307" "ENSG00000196944.4" 0
"17308" "ENSG00000196946.10" 0
"17309" "ENSG00000196950.13" 0
"17310" "ENSG00000196951.10" 0
"17311" "ENSG00000196954.13" 2
"17312" "ENSG00000196961.12" 25
"17313" "ENSG00000196967.10" 17
"17314" "ENSG00000196968.10" 8
"17315" "ENSG00000196970.8" 0
"17316" "ENSG00000196972.8" 0
"17317" "ENSG00000196975.15" 0
"17318" "ENSG00000196976.7" 7
"17319" "ENSG00000196979.1" 0
"17320" "ENSG00000196981.3" 0
"17321" "ENSG00000196990.8" 0
"17322" "ENSG00000196993.8" 0
"17323" "ENSG00000196998.17" 11
"17324" "ENSG00000197006.13" 0
"17325" "ENSG00000197008.9" 0
"17326" "ENSG00000197013.9" 0
"17327" "ENSG00000197016.11" 0
"17328" "ENSG00000197019.4" 0
"17329" "ENSG00000197020.10" 0
"17330" "ENSG00000197021.8" 4
"17331" "ENSG00000197023.6" 0
"17332" "ENSG00000197024.8" 12
"17333" "ENSG00000197037.10" 0
"17334" "ENSG00000197038.6" 0
"17335" "ENSG00000197043.13" 0
"17336" "ENSG00000197044.10" 3
"17337" "ENSG00000197045.12" 0
"17338" "ENSG00000197046.11" 6
"17339" "ENSG00000197050.10" 0
"17340" "ENSG00000197054.11" 0
"17341" "ENSG00000197056.10" 0
"17342" "ENSG00000197057.9" 0
"17343" "ENSG00000197061.4" 0
"17344" "ENSG00000197062.11" 1
"17345" "ENSG00000197063.10" 2
"17346" "ENSG00000197067.6" 0
"17347" "ENSG00000197070.13" 169
"17348" "ENSG00000197077.13" 18
"17349" "ENSG00000197079.8" 0
"17350" "ENSG00000197081.13" 178
"17351" "ENSG00000197083.11" 0
"17352" "ENSG00000197084.5" 0
"17353" "ENSG00000197085.11" 0
"17354" "ENSG00000197092.5" 0
"17355" "ENSG00000197093.10" 1
"17356" "ENSG00000197099.8" 42310
"17357" "ENSG00000197102.11" 40
"17358" "ENSG00000197106.6" 1
"17359" "ENSG00000197110.8" 0
"17360" "ENSG00000197111.15" 14
"17361" "ENSG00000197114.11" 33
"17362" "ENSG00000197119.12" 14
"17363" "ENSG00000197121.14" 2
"17364" "ENSG00000197122.11" 0
"17365" "ENSG00000197123.9" 0
"17366" "ENSG00000197124.11" 0
"17367" "ENSG00000197125.3" 0
"17368" "ENSG00000197128.11" 0
"17369" "ENSG00000197134.11" 0
"17370" "ENSG00000197136.4" 20
"17371" "ENSG00000197140.14" 0
"17372" "ENSG00000197142.10" 9
"17373" "ENSG00000197147.13" 0
"17374" "ENSG00000197149.5" 0
"17375" "ENSG00000197150.12" 1
"17376" "ENSG00000197153.4" 0
"17377" "ENSG00000197157.10" 9
"17378" "ENSG00000197161.7" 0
"17379" "ENSG00000197162.9" 7
"17380" "ENSG00000197165.10" 9
"17381" "ENSG00000197168.12" 61
"17382" "ENSG00000197170.9" 5
"17383" "ENSG00000197171.6" 0
"17384" "ENSG00000197172.10" 0
"17385" "ENSG00000197176.7" 0
"17386" "ENSG00000197177.15" 0
"17387" "ENSG00000197180.2" 0
"17388" "ENSG00000197181.11" 10
"17389" "ENSG00000197182.14" 0
"17390" "ENSG00000197183.14" 43
"17391" "ENSG00000197185.7" 0
"17392" "ENSG00000197191.4" 5
"17393" "ENSG00000197208.5" 60
"17394" "ENSG00000197210.7" 0
"17395" "ENSG00000197213.9" 0
"17396" "ENSG00000197214.5" 0
"17397" "ENSG00000197217.12" 0
"17398" "ENSG00000197223.11" 0
"17399" "ENSG00000197226.12" 30
"17400" "ENSG00000197233.7" 0
"17401" "ENSG00000197238.4" 0
"17402" "ENSG00000197241.3" 0
"17403" "ENSG00000197245.5" 0
"17404" "ENSG00000197249.13" 67
"17405" "ENSG00000197251.3" 1
"17406" "ENSG00000197253.13" 0
"17407" "ENSG00000197254.4" 16
"17408" "ENSG00000197256.10" 18
"17409" "ENSG00000197258.5" 2
"17410" "ENSG00000197261.11" 0
"17411" "ENSG00000197265.8" 0
"17412" "ENSG00000197272.2" 0
"17413" "ENSG00000197273.3" 0
"17414" "ENSG00000197275.13" 0
"17415" "ENSG00000197279.3" 2
"17416" "ENSG00000197283.16" 1
"17417" "ENSG00000197291.8" 19
"17418" "ENSG00000197296.5" 0
"17419" "ENSG00000197299.11" 0
"17420" "ENSG00000197301.7" 0
"17421" "ENSG00000197302.10" 0
"17422" "ENSG00000197308.9" 0
"17423" "ENSG00000197309.3" 0
"17424" "ENSG00000197312.11" 9
"17425" "ENSG00000197320.5" 0
"17426" "ENSG00000197321.14" 174
"17427" "ENSG00000197322.3" 0
"17428" "ENSG00000197323.11" 0
"17429" "ENSG00000197324.8" 13
"17430" "ENSG00000197329.11" 0
"17431" "ENSG00000197332.8" 3
"17432" "ENSG00000197334.2" 0
"17433" "ENSG00000197343.10" 18
"17434" "ENSG00000197345.12" 0
"17435" "ENSG00000197353.3" 0
"17436" "ENSG00000197355.10" 0
"17437" "ENSG00000197358.9" 0
"17438" "ENSG00000197360.9" 0
"17439" "ENSG00000197361.7" 49
"17440" "ENSG00000197362.14" 8
"17441" "ENSG00000197363.9" 266
"17442" "ENSG00000197364.7" 0
"17443" "ENSG00000197372.9" 0
"17444" "ENSG00000197375.12" 8
"17445" "ENSG00000197376.3" 0
"17446" "ENSG00000197380.10" 0
"17447" "ENSG00000197381.15" 2
"17448" "ENSG00000197385.5" 0
"17449" "ENSG00000197386.12" 4
"17450" "ENSG00000197403.4" 0
"17451" "ENSG00000197405.7" 0
"17452" "ENSG00000197406.7" 0
"17453" "ENSG00000197408.9" 25
"17454" "ENSG00000197409.7" 0
"17455" "ENSG00000197410.13" 0
"17456" "ENSG00000197415.11" 12
"17457" "ENSG00000197416.4" 0
"17458" "ENSG00000197417.7" 0
"17459" "ENSG00000197421.9" 0
"17460" "ENSG00000197428.3" 0
"17461" "ENSG00000197429.10" 12
"17462" "ENSG00000197430.10" 0
"17463" "ENSG00000197437.4" 0
"17464" "ENSG00000197442.9" 8
"17465" "ENSG00000197444.9" 13
"17466" "ENSG00000197446.8" 2
"17467" "ENSG00000197448.13" 14
"17468" "ENSG00000197451.11" 125
"17469" "ENSG00000197454.2" 0
"17470" "ENSG00000197457.9" 1
"17471" "ENSG00000197461.13" 22
"17472" "ENSG00000197462.3" 0
"17473" "ENSG00000197465.13" 19
"17474" "ENSG00000197467.14" 1
"17475" "ENSG00000197468.5" 0
"17476" "ENSG00000197471.11" 0
"17477" "ENSG00000197472.14" 0
"17478" "ENSG00000197475.11" 0
"17479" "ENSG00000197476.3" 0
"17480" "ENSG00000197479.6" 0
"17481" "ENSG00000197483.9" 0
"17482" "ENSG00000197487.8" 0
"17483" "ENSG00000197496.5" 5
"17484" "ENSG00000197497.10" 0
"17485" "ENSG00000197498.12" 0
"17486" "ENSG00000197503.4" 0
"17487" "ENSG00000197506.7" 0
"17488" "ENSG00000197520.10" 0
"17489" "ENSG00000197530.12" 31
"17490" "ENSG00000197532.2" 0
"17491" "ENSG00000197535.14" 4
"17492" "ENSG00000197536.11" 301
"17493" "ENSG00000197540.7" 0
"17494" "ENSG00000197548.12" 297
"17495" "ENSG00000197549.9" 0
"17496" "ENSG00000197550.3" 0
"17497" "ENSG00000197555.9" 13
"17498" "ENSG00000197557.6" 0
"17499" "ENSG00000197558.11" 2
"17500" "ENSG00000197561.6" 0
"17501" "ENSG00000197562.9" 3
"17502" "ENSG00000197563.10" 0
"17503" "ENSG00000197565.15" 0
"17504" "ENSG00000197566.9" 0
"17505" "ENSG00000197568.13" 0
"17506" "ENSG00000197575.6" 0
"17507" "ENSG00000197576.13" 1
"17508" "ENSG00000197579.7" 7
"17509" "ENSG00000197580.11" 0
"17510" "ENSG00000197582.5" 0
"17511" "ENSG00000197584.11" 0
"17512" "ENSG00000197585.9" 0
"17513" "ENSG00000197586.12" 0
"17514" "ENSG00000197587.10" 0
"17515" "ENSG00000197588.9" 0
"17516" "ENSG00000197591.3" 0
"17517" "ENSG00000197594.12" 4
"17518" "ENSG00000197595.4" 0
"17519" "ENSG00000197599.12" 3
"17520" "ENSG00000197601.12" 0
"17521" "ENSG00000197603.13" 4
"17522" "ENSG00000197608.11" 0
"17523" "ENSG00000197614.10" 0
"17524" "ENSG00000197616.11" 0
"17525" "ENSG00000197617.7" 0
"17526" "ENSG00000197619.13" 0
"17527" "ENSG00000197620.10" 49
"17528" "ENSG00000197622.12" 63
"17529" "ENSG00000197627.3" 0
"17530" "ENSG00000197629.5" 10
"17531" "ENSG00000197632.8" 0
"17532" "ENSG00000197635.9" 0
"17533" "ENSG00000197641.11" 0
